,NAME,ADDRESS,CITY,STATE,ZIP,LEVEL,ENROLLMENT,START_GRADE,END_GRADE,DISTRICT_ID
1431,CARROLL HIGH SCHOOL,3701 CARROLL RD,FORT WAYNE,IN,46818,3,2137,09,12,1808250
1432,CHRISTIAN PARK SCHOOL 82,4700 ENGLISH AVE,INDIANAPOLIS,IN,46201,1,411,KG,06,1804770
1433,LEW WALLACE SCHOOL 107,3307 ASHWAY DR,INDIANAPOLIS,IN,46224,1,464,PK,06,1804770
1434,MILL CREEK EAST ELEMENTARY,4740 IOWA ST,CLAYTON,IN,46118,1,436,PK,05,1806660
1435,HERITAGE HILLS MIDDLE SCHOOL,3646 E CR 1600 N,LINCOLN CITY,IN,47552,2,307,07,08,1808010
1436,COWAN ELEMENTARY SCHOOL,1000 W CR 600 S,MUNCIE,IN,47302,1,405,KG,06,1807020
1437,JAMES B EADS ELEMENTARY SCH,8001 HARRISON AVE,MUNSTER,IN,46321,1,543,KG,05,1807350
1438,MERIDIAN STREET ELEM SCHOOL,410 N MERIDIAN,BRAZIL,IN,47834,1,287,PK,05,1800840
1439,BENTON ELEMENTARY SCHOOL,68350 CR 31,GOSHEN,IN,46526,1,420,KG,06,1803480
1440,CEDAR HALL COMMUNITY SCHOOL,2100 N FULTON AVE,EVANSVILLE,IN,47710,1,597,PK,08,1803450
1441,MOORESVILLE HIGH SCHOOL,550 N INDIANA ST,MOORESVILLE,IN,46158,3,1364,09,12,1807140
1442,FAIRFIELD ELEMENTARY SCHOOL,2825 FAIRFIELD AVE,FORT WAYNE,IN,46807,1,591,PK,05,1803630
1443,NEW HAVEN HIGH SCHOOL,1300 GREEN RD,NEW HAVEN,IN,46774,3,933,09,12,1802850
1444,CARRIE GOSCH ELEMENTARY SCHOOL,455 E 148TH ST,EAST CHICAGO,IN,46312,1,462,PK,08,1802880
1445,CARROLL SENIOR HIGH SCHOOL,2362 E SR 18,FLORA,IN,46929,3,343,09,12,1801290
1446,ALLEN CO JUVENILE CENTER,2929 N WELLS,FORT WAYNE,IN,46808,3,12,07,12,1803630
1447,GOSPORT ELEMENTARY SCHOOL,9TH ST,GOSPORT,IN,47433,1,161,KG,06,1810950
1448,TWIN LAKES SENIOR HIGH SCHOOL,300 S 3RD ST,MONTICELLO,IN,47960,3,718,09,12,1811580
1449,MUESSEL PRIMARY CENTER,1021 BLAINE ST,SOUTH BEND,IN,46628,1,410,KG,04,1810290
1450,HERITAGE HILLS HIGH SCHOOL,3644 E CR 1600 N,LINCOLN CITY,IN,47552,3,588,09,12,1808010
1451,RIVERSIDE SCHOOL 44,2033 SUGAR GROVE AVE,INDIANAPOLIS,IN,46202,1,421,PK,06,1804770
1452,LAFAYETTE TECUMSEH JR HIGH SCH,2101 S 18TH ST/TEAL RD,LAFAYETTE,IN,47905,2,1067,07,08,1805400
1453,CASTLE SOUTH MIDDLE SCHOOL,3711 CASEY RD,NEWBURGH,IN,47630,2,679,06,08,1812390
1454,SOUTH DEARBORN HIGH SCHOOL,5770 HIGHLANDER DR,AURORA,IN,47001,3,908,09,12,1800240
1455,CARTHAGE ELEMENTARY SCHOOL,411 E 2ND ST,CARTHAGE,IN,46115,N,-1,KG,04,1801060
1456,SELMA MIDDLE SCHOOL,10501 E CR 167 S,SELMA,IN,47383,2,266,06,08,1805880
1457,LAFAYETTE SUNNYSIDE INTERMEDIATE,530 N 26TH ST,LAFAYETTE,IN,47904,2,1060,05,06,1805400
1458,LINCOLN HIGH SCHOOL,1545 S HART ST RD,VINCENNES,IN,47591,3,794,09,12,1812120
1459,JAMES R WATSON ELEM SCHOOL,901 ECKHART AVE,AUBURN,IN,46706,1,625,PK,05,1801590
1460,FRANKLIN COUNTY HIGH,1 WILDCAT LN,BROOKVILLE,IN,47012,3,889,09,12,1803700
1461,BROWNSTOWN CENTRAL MIDDLE SCH,520 W WALNUT ST,BROWNSTOWN,IN,47220,2,383,06,08,1801050
1462,EMERY O MUNCIE ELEM SCHOOL,800 LANIER DR,MADISON,IN,47250,1,589,PK,05,1806120
1463,MOUNT HEALTHY ELEMENTARY SCH,12150 S SR 58,COLUMBUS,IN,47201,1,423,PK,06,1800360
1464,WILBUR WRIGHT ELEMENTARY SCHOOL,1950 WASHINGTON ST,NEW CASTLE,IN,47362,1,367,KG,06,1807440
1465,LAKELAND HIGH SCHOOL,0805 E 075 N,LAGRANGE,IN,46761,3,636,09,12,1805520
1466,LOWELL ELEMENTARY SCHOOL,2150 HUNTER RD,INDIANAPOLIS,IN,46239,1,581,KG,04,1812360
1467,PITTSBORO ELEMENTARY,206 N MERIDIAN ST,PITTSBORO,IN,46167,1,295,03,05,1808100
1468,SHOALS COMMUNITY ELEM SCHOOL,11749 IRONTON RD,SHOALS,IN,47581,1,322,PK,06,1810170
1469,FALL CREEK ACADEMY,2540 N CAPITOL AVE,INDIANAPOLIS,IN,46208,4,186,06,12,1800017
1470,GREENWOOD NORTHEAST ELEM SCH,99 CRESTVIEW DR,GREENWOOD,IN,46143,1,309,KG,05,1804110
1471,CHRISTEL HOUSE DORS SOUTH,2717 S EAST ST,INDIANAPOLIS,IN,46225,3,190,09,12,1800122
1472,BENJAMIN FRANKLIN ELEM SCHOOL,1600 DR IVERSON C BELL LN,TERRE HAUTE,IN,47807,1,360,PK,05,1812090
1473,ELKHART MEMORIAL HIGH SCHOOL,2608 CALIFORNIA RD,ELKHART,IN,46514,3,1916,09,12,1803270
1474,MONROE PRIMARY CENTER,312 DONMOYER AVE,SOUTH BEND,IN,46614,1,394,KG,04,1810290
1475,UNION COUNTY MIDDLE SCHOOL,488 SR 44 E,LIBERTY,IN,47353,2,341,06,08,1811610
1476,THOMAS A HENDRICKS ELEM SCH,1111 ST JOSEPH ST,SHELBYVILLE,IN,46176,1,693,PK,05,1810140
1477,COVINGTON COMMUNITY HIGH SCH,1017 6TH ST,COVINGTON,IN,47932,3,315,09,12,1802430
1478,MARSH ELEMENTARY SCHOOL,400 E HOMER ST,MICHIGAN CITY,IN,46360,1,334,KG,06,1806570
1479,ROSSVILLE MIDDLE SCHOOL,1 ROBERT EGLY DR,ROSSVILLE,IN,46065,N,-1,06,08,1809720
1480,TERRE HAUTE SOUTH VIGO HIGH SCH,3737 S 7TH ST,TERRE HAUTE,IN,47802,3,1861,09,12,1812090
1481,DAVIS PARK ELEMENTARY SCHOOL,310 S 18TH ST,TERRE HAUTE,IN,47807,1,404,PK,05,1812090
1482,SAND CREEK INTERMEDIATE SCHOOL,11550 E 131ST ST,FISHERS,IN,46038,2,1144,05,06,1810650
1483,JAMES COLE ELEMENTARY SCHOOL,6418 E 900 S,LAFAYETTE,IN,47909,1,242,KG,05,1811340
1484,BEIGER ELEMENTARY SCHOOL,1600 E THIRD ST,MISHAWAKA,IN,46544,1,583,PK,06,1806840
1485,THOMPSON ELEMENTARY SCHOOL,6540 E SR 218,WALTON,IN,46994,1,373,KG,03,1810680
1486,BEARDSLEY ELEMENTARY SCHOOL,1027 MCPHERSON ST,ELKHART,IN,46514,1,437,KG,06,1803270
1487,HENRY P FIELER ELEM SCH,407 W 61ST AVE,MERRILLVILLE,IN,46410,1,450,KG,04,1809690
1488,WILLIAM HENRY BURKHART ELEM,5701 BRILL RD,INDIANAPOLIS,IN,46227,1,572,KG,05,1808820
1489,BREMEN SENIOR HIGH SCHOOL,511 W GRANT ST,BREMEN,IN,46506,3,498,09,12,1800900
1490,PORTAGE MIDDLE SCHOOL,3521 TAYLOR ST,FORT WAYNE,IN,46802,2,490,06,08,1803630
1491,LOWELL MIDDLE SCHOOL,19250 CLINE AVE,LOWELL,IN,46356,2,823,05,08,1811460
1492,RILEY HIGH SCHOOL,1902 FELLOWS ST,SOUTH BEND,IN,46613,3,1140,09,12,1810290
1493,NEEDHAM ELEMENTARY SCHOOL,1399 UPPER SHELBYVILLE RD,FRANKLIN,IN,46131,1,402,KG,04,1803690
1494,DELPHI COMMUNITY HIGH SCHOOL,301 ARMORY RD,DELPHI,IN,46923,3,473,09,12,1802700
1495,MARY FEESER ELEMENTARY SCHOOL,26665 CR 4 W,ELKHART,IN,46514,1,559,PK,06,1803270
1496,SOUTH RIPLEY HIGH SCHOOL,1589 S BENHAM RD,VERSAILLES,IN,47042,3,355,09,12,1810530
1497,HAMILTON HEIGHTS ELEM SCHOOL,25150 SR 19 -   400,ARCADIA,IN,46030,1,535,03,05,1804260
1498,CENTERTON ELEMENTARY SCHOOL,6075 HIGH ST,MARTINSVILLE,IN,46151,1,265,KG,05,1806510
1499,LEE L DRIVER MIDDLE SCHOOL,126 S MIDDLE SCHOOL RD,WINCHESTER,IN,47394,2,364,06,08,1801770
1500,AVON MIDDLE SCHOOL NORTH,1251 N DAN JONES RD,AVON,IN,46123,2,707,07,08,1800270
1501,SCOTTSBURG SENIOR HIGH SCHOOL,500 S GARDNER,SCOTTSBURG,IN,47170,3,858,09,12,1810020
1502,GREENSBURG ELEMENTARY,900 N BIG BLUE AVE,GREENSBURG,IN,47240,1,984,PK,05,1804080
1503,BLACKFORD JUNIOR HIGH SCHOOL,800 W VAN CLEVE ST,HARTFORD CITY,IN,47348,2,301,07,08,1800570
1504,CHILDS ELEMENTARY SCHOOL,2211 S HIGH ST,BLOOMINGTON,IN,47401,1,499,PK,06,1800630
1505,VAN RENSSELAER ELEMENTARY SCHOOL,902 E WASHINGTON,RENSSELAER,IN,47978,1,345,03,05,1809420
1506,ELWOOD HAYNES ELEMENTARY SCHOOL,910 S COOPER,KOKOMO,IN,46901,1,805,PK,05,1805370
1507,PAUL HADLEY MIDDLE SCH,200 W CARLISLE ST,MOORESVILLE,IN,46158,2,709,07,08,1807140
1508,EAST SIDE ELEMENTARY SCHOOL,810 E MAIN CROSS ST,EDINBURGH,IN,46124,1,451,PK,05,1803240
1509,MOSAICS SCHOOL,1625 FIELD DR,NOBLESVILLE,IN,46060,3,16,07,12,1807650
1510,NORTH DAVIESS ELEMENTARY SCHOOL,5498 E SR 58,ELNORA,IN,47529,1,688,PK,06,1807710
1511,DEKALB HIGH SCHOOL,3424 CR 427,WATERLOO,IN,46793,3,1198,09,12,1801590
1512,INDIAN CREEK ELEMENTARY SCH,200 W PEARL ST,TRAFALGAR,IN,46181,1,357,KG,05,1807620
1513,FOUNTAIN CENTRAL HIGH SCHOOL,750 E US HWY 136,VEEDERSBURG,IN,47987,3,560,07,12,1810620
1514,PRAIRIE VIEW ELEMENTARY SCHOOL,1730 REGENT ST,GOSHEN,IN,46526,1,512,PK,05,1803930
1515,SOUTHMONT SR HIGH SCHOOL,6425 US 231 S,CRAWFORDSVILLE,IN,47933,3,519,09,12,1810450
1516,DECATUR MIDDLE SCH,5108 S HIGH SCHOOL RD,INDIANAPOLIS,IN,46221,2,952,07,08,1802640
1517,TOPEKA ELEMENTARY SCHOOL,MAIN ST   39,TOPEKA,IN,46571,1,360,KG,04,1813110
1518,WASHINGTON IRVING SCHOOL 14,1250 E MARKET ST,INDIANAPOLIS,IN,46202,1,524,PK,06,1804770
1519,GLENWOOD PARK ELEMENTARY SCH,4501 VANCE AVE,FORT WAYNE,IN,46815,1,601,KG,05,1803630
1520,MONROVIA HIGH SCHOOL,205 S CHESTNUT ST,MONROVIA,IN,46157,3,447,09,12,1804140
1521,JEFFERSON-CRAIG ELEM SCH,1002 W MAIN ST,VEVAY,IN,47043,1,347,KG,06,1811220
1522,NORTH DECATUR ELEMENTARY SCH,3300 N SR 3,GREENSBURG,IN,47240,1,575,KG,06,1802610
1523,SOUTH HAVEN ELEMENTARY SCHOOL,395 W MIDWAY DR,VALPARAISO,IN,46383,1,366,KG,05,1809150
1524,MOUNT VERNON JR HIGH SCH,701 TILE FACTORY RD,MOUNT VERNON,IN,47620,2,490,06,08,1807290
1525,GREEN MEADOWS INTERMEDIATE ELEM,1900 S JACKSON ST,FRANKFORT,IN,46041,1,414,03,05,1803660
1526,HEBRON ELEMENTARY SCHOOL,307 S MAIN ST,HEBRON,IN,46341,1,569,KG,05,1800750
1527,V O ISOM CENTRAL ELEM SCHOOL,50 E BROADWAY,GREENWOOD,IN,46143,1,423,KG,05,1804110
1528,EASTBROOK SOUTH ELEMENTARY,694 S SECOND ST,UPLAND,IN,46989,1,429,KG,06,1803030
1529,WEST CENTRAL SENIOR HIGH SCHOOL,1852 S US 421,FRANCESVILLE,IN,47946,3,280,09,12,1809360
1530,KENNEDY PRIMARY ACADEMY,609 N OLIVE ST,SOUTH BEND,IN,46628,1,684,KG,04,1810290
1531,LEVAN R SCOTT ACADEMY,950 E FAIRFAX AVE,FORT WAYNE,IN,46806,1,414,PK,05,1803630
1532,DEXTER ELEMENTARY SCHOOL,917 S DEXTER AVE,EVANSVILLE,IN,47714,1,378,PK,05,1803450
1533,NORTH DEARBORN ELEMENTARY SCHOOL,5687 N DEARBORN RD,GUILFORD,IN,47022,1,558,PK,04,1811190
1534,HENRY W EGGERS ELEM/MD SCH,5825 BLAINE AVE,HAMMOND,IN,46320,2,742,06,08,1804320
1535,STEPHEN DECATUR ELEM SCH,3425 S FOLTZ ST,INDIANAPOLIS,IN,46221,1,507,01,06,1802640
1536,NEEDMORE ELEMENTARY SCHOOL,278 TROGDON LANE,BEDFORD,IN,47421,1,171,KG,05,1807860
1537,CUMBERLAND ROAD ELEM SCHOOL,13535 CUMBERLAND RD,FISHERS,IN,46038,1,583,KG,04,1810650
1538,WASHINGTON WOODS ELEMENTARY SCHOOL,17950 GRASSY BRANCH RD,WESTFIELD,IN,46074,1,391,KG,04,1813080
1539,MONON TRAIL ELEMENTARY SCHOOL,19400 TOMLINSON RD,WESTFIELD,IN,46074,1,294,PK,04,1813080
1540,STORER ELEMENTARY SCHOOL,3211 MANSFIELD DR,MUNCIE,IN,47304,1,257,KG,05,1807320
1541,ERSKINE ELEMENTARY SCHOOL,811 W 60TH ST,ANDERSON,IN,46013,1,536,KG,05,1800150
1542,TENNYSON ELEMENTARY SCHOOL,323 N MAIN ST,TENNYSON,IN,47637,1,78,KG,05,1812390
1543,JANE BALL ELEMENTARY SCHOOL,13313 PARRISH ST,CEDAR LAKE,IN,46303,1,444,KG,05,1804350
1544,SALAMONIE SCHOOL,1063 E 900 S,WARREN,IN,46792,1,208,KG,05,1804710
1545,LAKE STREET ELEMENTARY SCHOOL,475 LAKE ST,CROWN POINT,IN,46307,1,478,KG,05,1802490
1546,RIVERDALE ELEMENTARY SCHOOL,6127 SR 1,SAINT JOE,IN,46785,1,315,KG,06,1803060
1547,MILAN ELEMENTARY SCHOOL,418 E CARR ST,MILAN,IN,47031,1,484,KG,05,1806630
1548,CRESTVIEW ELEMENTARY SCHOOL,7600 E 71ST ST,INDIANAPOLIS,IN,46256,1,375,01,06,1805670
1549,HOPE ELEMENTARY SCHOOL,9575 N SR 9,HOPE,IN,47246,1,470,KG,06,1803570
1550,LORA L BATCHELOR MIDDLE SCH,900 GORDON PIKE,BLOOMINGTON,IN,47403,2,542,07,08,1800630
1551,CENTERVILLE-ABINGTON JR HIGH SCH,509 WILLOW GROVE RD,CENTERVILLE,IN,47330,2,258,07,08,1801560
1552,MARY BRYAN ELEMENTARY SCH,4355 E STOP 11 RD,INDIANAPOLIS,IN,46237,1,785,PK,05,1808820
1553,RUSHVILLE CONSOLIDATED HIGH SCH,1201 LIONS PATH,RUSHVILLE,IN,46173,3,757,09,12,1809750
1554,NEW PARIS ELEMENTARY SCHOOL,18665 CR 46,NEW PARIS,IN,46553,1,380,KG,06,1803480
1555,VERITAS ACADEMY,530 E IRELAND RD BLDG B,SOUTH BEND,IN,46614,1,126,KG,08,1800015
1556,CARDINAL ELEMENTARY SCH,3590 S HORNADAY RD,BROWNSBURG,IN,46112,1,621,KG,05,1801020
1557,OTTER CREEK MIDDLE SCH,4801 N LAFAYETTE ST,TERRE HAUTE,IN,47805,2,885,06,08,1812090
1558,LAFAYETTE EARLY CHILDHOOD CENTER,245 N LOMBARDY DR,SOUTH BEND,IN,46619,1,228,PK,PK,1810290
1559,UNION CENTER ELEMENTARY SCH,272 N 600 W,VALPARAISO,IN,46385,1,317,KG,05,1811700
1560,WAVELAND ELEMENTARY SCHOOL,506 E GREEN ST,WAVELAND,IN,47989,N,-1,KG,06,1810450
1561,WHISPERING MEADOW ELEM SCH,415 MISSION HILL DR,FORT WAYNE,IN,46804,1,465,PK,05,1800030
1562,FRED J HUMS ELEMENTARY SCHOOL,3208 HARRISON RD,MISHAWAKA,IN,46544,1,323,PK,06,1806840
1563,HAMILTON HEIGHTS HIGH SCHOOL,25802 SR 19,ARCADIA,IN,46030,3,684,09,12,1804260
1564,WARSAW COMMUNITY HS,1 TIGER LN,WARSAW,IN,46580,3,2113,09,12,1812420
1565,RYKERS' RIDGE ELEMENTARY SCHOOL,2485 N RYKERS' RIDGE RD,MADISON,IN,47250,1,197,KG,05,1806120
1566,SHELBYVILLE SR HIGH SCH,2003 S MILLER ST,SHELBYVILLE,IN,46176,3,1134,09,12,1810140
1567,KOUTS MIDDLE/HIGH SCHOOL,302 E COLLEGE AVE,KOUTS,IN,46347,4,462,06,12,1809000
1568,ORLEANS ELEMENTARY SCHOOL,637 E WASHINGTON ST,ORLEANS,IN,47452,1,467,PK,06,1808490
1569,PARKVIEW MIDDLE SCHOOL,1600 BRIGMAN AVE,JEFFERSONVILLE,IN,47130,2,785,06,08,1803940
1570,PRAIRIE TRACE ELEMENTARY SCH,14200 N RIVER RD,CARMEL,IN,46033,1,634,KG,05,1801200
1571,HAMILTON TRADITIONAL SCHOOL,1530 E JACKSON RD,SOUTH BEND,IN,46614,1,343,PK,04,1810290
1572,BROWN COUNTY HIGH SCHOOL,235 S SCHOOLHOUSE LN,NASHVILLE,IN,47448,3,650,09,12,1800960
1573,WOODBROOK ELEMENTARY SCHOOL,4311 E 116TH ST,CARMEL,IN,46033,1,524,KG,05,1801200
1574,LINCOLN ELEMENTARY SCHOOL,402 HARRISON ST,LAPORTE,IN,46350,1,314,PK,05,1805580
1575,JEFFERSON ELEMENTARY SCHOOL,401 E KLINGER AVE,PLYMOUTH,IN,46563,1,315,PK,04,1809060
1576,SPRINGVILLE ELEMENTARY SCHOOL,126 BRICK STREET,SPRINGVILLE,IN,47462,1,249,KG,05,1807860
1577,SALEM HIGH SCHOOL,700 N HARRISON ST,SALEM,IN,47167,3,560,09,12,1809810
1578,BATTLE GROUND MIDDLE SCHOOL,6100 N 50 W,WEST LAFEYETTE,IN,47906,2,576,06,08,1811340
1579,BUTLER ELEMENTARY SCHOOL,1025 S BROADWAY,BUTLER,IN,46721,1,430,KG,06,1803060
1580,MCCORDSVILLE ELEMENTARY SCHOOL,7177 N 600 W,MCCORDSVILLE,IN,46055,1,568,KG,05,1807260
1581,GLENNS VALLEY ELEM SCH,8239 MORGANTOWN RD,INDIANAPOLIS,IN,46217,1,729,PK,05,1808820
1582,THOMAS JEFFERSON ELEM SCH,2710 HAMBURG PIKE,JEFFERSONVILLE,IN,47130,1,371,KG,05,1803940
1583,CAZE ELEMENTARY SCHOOL,2013 S GREEN RIVER RD,EVANSVILLE,IN,47715,1,467,PK,05,1803450
1584,BARTON TWP ELEMENTARY,9724 E MAIN,MACKEY,IN,47654,1,127,KG,06,1802940
1585,STEPHEN COLLINS FOSTER SCH 67,653 N SOMERSET,INDIANAPOLIS,IN,46222,1,621,PK,06,1804770
1586,WILBUR WRIGHT MIDDLE SCHOOL,8650 COLUMBIA AVE,MUNSTER,IN,46321,2,943,06,08,1807350
1587,HAYES LEONARD ELEMENTARY SCH,653 HAYES LEONARD RD,VALPARAISO,IN,46385,1,347,KG,05,1811970
1588,EASTLAWN ELEMENTARY SCHOOL,47 S 1300 E,BURNETTSVILLE,IN,47926,1,204,PK,04,1811580
1589,SUGAR GROVE ELEMENTARY SCH,4135 W SMITH VALLEY RD,GREENWOOD,IN,46142,1,684,KG,05,1801440
1590,PRAIRIE HEIGHTS ELEM SCH,0455 S 1150 E,LAGRANGE,IN,46761,1,435,PK,04,1809300
1591,FOREST DALE ELEMENTARY SCHOOL,10721 LAKESHORE DR W,CARMEL,IN,46033,1,663,PK,05,1801200
1592,MORGAN ELEMENTARY SCHOOL,12225 HWY 135 NE,PALMYRA,IN,47164,1,484,PK,05,1800690
1593,SOUTHSIDE MIDDLE SCHOOL,1601 EAST 26TH ST,MUNCIE,IN,47302,2,645,06,08,1807320
1594,RUSHVILLE ELEMENTARY SCHOOL EAST,390 W 16TH ST,RUSHVILLE,IN,46173,1,293,KG,06,1809750
1595,MARTHA J RIDPATH ELEM SCH,711 CENTRAL AVE,GREENCASTLE,IN,46135,1,215,KG,02,1803990
1596,COLUMBIA CITY HIGH SCHOOL,600 N WHITLEY ST,COLUMBIA CITY,IN,46725,3,1017,09,12,1802280
1597,CLINTON CENTRAL ELEM SCHOOL,725 N SR 29,MICHIGANTOWN,IN,46057,1,542,PK,06,1802130
1598,J B STEPHENS ELEMENTARY SCHOOL,1331 N BLUE RD,GREENFIELD,IN,46140,1,502,PK,03,1804050
1599,NORTHSIDE MIDDLE SCHOOL,2400 W BETHEL AVE,MUNCIE,IN,47304,2,666,06,08,1807320
1600,S ELLEN JONES ELEMENTARY SCH,600 E 11TH ST,NEW ALBANY,IN,47150,1,295,KG,04,1807410
1601,PINE RIDGE ELEMENTARY SCHOOL,4613 S PINE RIDGE RD,BIRDSEYE,IN,47513,1,230,PK,04,1810640
1602,JEFFERSON ELEMENTARY SCHOOL,1 JEFFERSON DR,WINONA LAKE,IN,46590,1,505,KG,06,1812420
1603,21ST CENTURY CHARTER SCH OF GARY,556 WASHINGTON ST,GARY,IN,46402,4,709,KG,12,1800046
1604,DR ROBERT H FAULKNER ACADEMY,1111 W 2ND ST,MARION,IN,46952,1,150,KG,06,1800074
1605,NATHAN HALE ELEMENTARY SCHOOL,1831 OLIVER ST,WHITING,IN,46394,1,488,PK,05,1813200
1606,EASTERN GREENE HIGH SCHOOL,11064 E ST RD 54,BLOOMFIELD,IN,47424,3,374,09,12,1803090
1607,ENGLISH SCHOOL,608 E 5TH ST,ENGLISH,IN,47118,1,160,PK,06,1802440
1608,MILFORD SCHOOL,611 W EMELINE ST,MILFORD,IN,46542,1,616,KG,08,1805550
1609,MADISON JUVENILE CORR FAC,1130 MSH 4TH ST,MADISON,IN,47250,3,47,08,12,1800006
1610,RAYMOND PARK INTERMEDIATE,8575 E RAYMOND ST,INDIANAPOLIS,IN,46239,2,604,05,06,1812360
1611,EAST ELEMENTARY SCHOOL,893 E US 36,PENDLETON,IN,46064,1,789,KG,06,1810440
1612,TENTH STREET ELEMENTARY SCH,3124 E 10TH ST,ANDERSON,IN,46012,1,699,KG,05,1800150
1613,ANDREW ACADEMY,4050 E 38TH ST,INDIANAPOLIS,IN,46218,1,222,KG,08,1800092
1614,EAST SIDE ELEMENTARY SCHOOL,936 E NATIONAL,BRAZIL,IN,47834,1,274,PK,05,1800840
1615,SPEEDWAY JUNIOR HIGH SCHOOL,5151 W 14TH ST,SPEEDWAY,IN,46224,2,286,07,08,1810920
1616,CEDAR CREST INTERMEDIATE SCHOOL,4770 S STATE RD 162,HUNTINGBURG,IN,47542,2,196,05,06,1810640
1617,SOUTHSIDE ELEMENTARY SCHOOL,1320 W 200 S,COLUMBUS,IN,47201,1,916,PK,06,1800360
1618,NORTHEASTERN HIGH SCHOOL,7295 N US 27,FOUNTAIN CITY,IN,47341,3,436,09,12,1808190
1619,WENDELL PHILLIPS SCHOOL 63,1163 N BELMONT AVE,INDIANAPOLIS,IN,46222,1,369,PK,06,1804770
1620,CHARLES W FAIRBANKS SCH 105,8620 MONTERY RD,INDIANAPOLIS,IN,46226,1,486,KG,06,1804770
1621,JAMES WHITCOMB RILEY ELEM SCHOOL,1201 RILEY RD,NEW CASTLE,IN,47362,1,261,01,06,1807440
1622,VAN BUREN ELEMENTARY SCHOOL,225 S SHAW ST,PLAINFIELD,IN,46168,1,581,KG,05,1808970
1623,NORTHWESTERN ELEMENTARY SCH,4223 W RD 350 N,KOKOMO,IN,46901,1,643,KG,06,1802040
1624,CHRISNEY ELEMENTARY SCHOOL,311 CHURCH ST,CHRISNEY,IN,47611,1,208,PK,06,1808010
1625,ETHEL R JONES ELEM SCH,2374 MCCOOL RD,PORTAGE,IN,46368,1,390,KG,05,1809150
1626,BROWNSBURG HIGH SCHOOL,1000 S ODELL ST,BROWNSBURG,IN,46112,3,2442,09,12,1801020
1627,MITCHELL HIGH SCHOOL,1000 BISHOP BLVD,MITCHELL,IN,47446,3,509,09,12,1806900
1628,NORTHEAST NORTH ELEMENTARY SCHOOL,417 W MAIN ST,FARMERSBURG,IN,47850,1,258,KG,05,1808160
1629,NORTH ELEMENTARY SCHOOL,600 NE 6TH ST,WASHINGTON,IN,47501,1,429,KG,06,1812450
1630,HAWTHORNE ELEMENTARY SCHOOL,8301 RAWLES AVE,INDIANAPOLIS,IN,46219,1,450,KG,04,1812360
1631,CARROLL JUNIOR HIGH SCHOOL,2623 E SR 13,FLORA,IN,46929,2,179,07,08,1801290
1632,FALL CREEK ELEMENTARY SCHOOL,12131 OLIO RD,FISHERS,IN,46037,1,747,KG,04,1810650
1633,UNION ELEMENTARY SCHOOL,3990 W DIVISION RD,BARGERSVILLE,IN,46106,1,164,KG,04,1803690
1634,PENDLETON HEIGHTS MIDDLE SCH,7450 S 300 W,PENDLETON,IN,46064,2,750,07,08,1810440
1635,SUGAR CREEK CONSOLIDATED ELEM SCH,4226 W OLD US 40,WEST TERRE HAUTE,IN,47885,1,284,KG,05,1812090
1636,PERU JUNIOR HIGH SCHOOL,30 E DANIEL ST,PERU,IN,46970,2,343,04,09,1808850
1637,BOONE GROVE ELEMENTARY SCHOOL,325 W 550 S,BOONE GROVE,IN,46302,2,225,04,05,1809180
1638,KNIGHTSTOWN HIGH SCHOOL,8149 W US HWY 40,KNIGHTSTOWN,IN,46148,3,375,09,12,1801060
1639,SHIPSHEWANA-SCOTT ELEM SCHOOL,MIDDLEBURY ST   217,SHIPSHEWANA,IN,46565,1,376,KG,04,1813110
1640,YANKEETOWN ELEMENTARY SCHOOL,7422 YANKEETOWN RD,NEWBURGH,IN,47630,1,344,KG,05,1812390
1641,NORTHVIEW MIDDLE SCHOOL,8401 WESTFIELD BLVD,INDIANAPOLIS,IN,46240,2,819,06,08,1812720
1642,BROAD RIPPLE MGNT HS FOR PRFM ARTS,1115 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,3,502,09,12,1804770
1643,COULSTON ELEMENTARY SCHOOL,121 KNIGHTSTOWN RD,SHELBYVILLE,IN,46176,1,558,PK,05,1810140
1644,TELL CITY JR-SR HIGH SCHOOL,900 12TH ST,TELL CITY,IN,47586,3,627,07,12,1811260
1645,UNION CITY COMMUNITY JR/SR HS,603 N WALNUT ST,UNION CITY,IN,47390,3,418,07,12,1803180
1646,JASPER HIGH SCHOOL,1600 ST CHARLES ST,JASPER,IN,47546,3,1086,09,12,1803960
1647,RIVER FOREST INTERMEDIATE,3350 INDIANA ST,HOBART,IN,46342,2,232,05,06,1804620
1648,WHITING HIGH SCHOOL,1751 OLIVER ST,WHITING,IN,46394,3,411,09,12,1813200
1649,GAMBOLD PREPARATORY MAGNET HS,3725 N KIEL AVE,INDIANAPOLIS,IN,46224,4,165,09,11,1804770
1650,WOLCOTT MILLS ELEMENTARY SCH,MYERS & SR 9 -   308,WOLCOTTVILLE,IN,46795,1,210,KG,05,1805520
1651,LIMA-BRIGHTON ELEMENTARY,MARKET & 3RD STS,HOWE,IN,46746,1,308,KG,05,1805520
1652,FRANKLIN COMMUNITY HIGH SCH,2600 CUMBERLAND DR,FRANKLIN,IN,46131,3,1630,09,12,1803690
1653,PATOKA ELEMENTARY SCHOOL,5600 W PATOKA SCHOOL RD,ECKERTY,IN,47116,1,143,PK,06,1802440
